"name","iata_code","country_code"
"Nabarlek Airport",NA,"AU"
"Nabern/Teck",NA,"DE"
"Nabire Airport","NBX","ID"
"Nacala Airport","MNC","MZ"
"Nachingwea Airport","NCH","TZ"
"Nacional Grafite I Airport",NA,"BR"
"Nacional de Grafite II Airport",NA,"BR"
"Nacional de Grafite III Airport",NA,"BR"
"Nações Unidas Airstrip",NA,"BR"
"Nadarzyce Air Base",NA,"PL"
"Nadis Airport",NA,"CL"
"Nadunumu Airport","NDN","PG"
"Nadym Airport","NYM","RU"
"Nadzab Airport","LAE","PG"
"Nafoora","NFR","LY"
"Naga Airport","WNP","PH"
"Nagambie Airport",NA,"AU"
"Nagarjuna Sagar Airport",NA,"IN"
"Nagykanizsa Airport",NA,"HU"
"Nagyszénás",NA,"HU"
"Naha Airport","NAH","ID"
"Naikliu Airport",NA,"ID"
"Nain Airport","YDP","CA"
"Nairobi Wilson Airport","WIL","KE"
"Niau Airport","NIU","PF"
"Naivasha Airport",NA,"KE"
"Naja Airport",NA,"IR"
"Nakhon Sawan Airport",NA,"TH"
"Nakina Airport","YQN","CA"
"Naknek Airport","NNK","US"
"Nākotne Centra Jaunzemji Heliport",NA,"LV"
"Nakuru Airport","NUU","KE"
"Nal Airport","BKB","IN"
"Nalivaykovka",NA,"UA"
"Nalunaq Heliport",NA,"GL"
"Nam Phung Dam Airport",NA,"TH"
"Namangan Airport","NMA","UZ"
"Namatanai Airport","ATN","PG"
"Nambaiyufa Airport","NBA","PG"
"Nambour Hospital Helipad",NA,"AU"
"Nambucca Heads Airport","NBH","AU"
"Namest",NA,"CZ"
"Namlea Airport","NAM","ID"
"Nammuldi Mine Airstrip",NA,"AU"
"Namdrik Airfield","NDK","MH"
"Namour Heliport",NA,"BR"
"Nampong Air Base",NA,"MM"
"Nampula Airport","APL","MZ"
"Namrole Airport","NRE","ID"
"Namsang Airport","NMS","MM"
"Namsos Lufthavn","OSY","NO"
"Namsos Heliport, Hospital",NA,"NO"
"Namtu Airport","NMT","MM"
"Namu Seaplane Base","ZNU","CA"
"Namudi Airport","NDI","PG"
"Namutoni Airport","NNI","NA"
"Namwala Airport",NA,"ZM"
"Nana Airport","NAZ","SB"
"Nanaimo Harbour Water Airport","ZNA","CA"
"Nanango Hospital Helipad",NA,"AU"
"Nanango Airport",NA,"AU"
"Nanchong Gaoping Airport","NAO","CN"
"Nanco Lauquen Airport",NA,"AR"
"Nancy-Azelot",NA,"FR"
"Nancy-Essey Airport","ENC","FR"
"Nancy-Malzeville",NA,"FR"
"Nancy-Ochey",NA,"FR"
"Nanded Airport","NDC","IN"
"Nanga Pinoh Airport","NPO","ID"
"Nangade Airport","NND","MZ"
"Benjina-Nangasuri Airport","BJK","ID"
"Nangis-les-Loges",NA,"FR"
"Nankishirahama Airport","SHM","JP"
"Nankina","NKN","PG"
"Nannai Resort e Spa Heliport",NA,"BR"
"Nannhausen",NA,"DE"
"Nannup Airport",NA,"AU"
"Nanortalik Heliport","JNN","GL"
"Nanping Wuyishan Airport","WUS","CN"
"Nansio Airport",NA,"TZ"
"Nantarra Airport",NA,"AU"
"Nanuque Airport","NNU","BR"
"Nanwalek Airport","KEB","US"
"Nanyuki Airport","NYK","KE"
"Naoro Airport","NOO","PG"
"Napakiak Airport","WNA","US"
"Napaskiak Airport","PKA","US"
"Napier Downs Airport",NA,"AU"
"Napoleão Airport",NA,"BR"
"Nappa Merrie Airport","NMR","AU"
"Napperby","NPP","AU"
"Napuka Airport","NAU","PF"
"Nara Keibane Airport","NRM","ML"
"Naracoorte Airport","NAC","AU"
"Narathiwat Airport","NAW","TH"
"Narayen",NA,"AU"
"Nardt",NA,"DE"
"Narembeen Airport",NA,"AU"
"Narew",NA,"PL"
"Nariya Airport",NA,"SA"
"Narok Airport",NA,"KE"
"Narrabri Airport","NAA","AU"
"Narrandera Airport","NRA","AU"
"Narrogin","NRG","AU"
"Narromine Airport","QRM","AU"
"Narsaq Heliport","JNS","GL"
"Narsaq Kujalleq Heliport","QFN","GL"
"Nartron Field","RCT","US"
"Narva Airfield",NA,"EE"
"Narwietooma Airport",NA,"AU"
"Naryan Mar Airport","NNM","RU"
"Naryilco Airport",NA,"AU"
"Naval Air Station Joint Reserve Base Fort Worth","FWH","US"
"Titusville, NASA Shuttle Landing Facility",NA,"US"
"Nascimento I Airport",NA,"BR"
"Nascimento II Airport",NA,"BR"
"Ozar Airport","ISK","IN"
"Näsinge Airport",NA,"SE"
"Nata Airport",NA,"BW"
"Natakhtari Airfield",NA,"GE"
"Natal Downs Airport",NA,"AU"
"Natal Mar Heliport",NA,"BR"
"Natashquan Airport","YNA","CA"
"Natchitoches Regional Airport",NA,"US"
"Natitingou","NAE","BJ"
"Natuashish Airport","YNP","CA"
"Natura Heliport",NA,"BR"
"Naturágua Heliport",NA,"BR"
"Naujaat Airport","YUT","CA"
"Naukiti Bay Seaplane Base","NKI","US"
"Naungmom Airport",NA,"MM"
"Nauta Airport",NA,"PE"
"Nauto Najar Heliport",NA,"BR"
"La Nava - Corral De Ayllón Airfield",NA,"ES"
"Naval Air Station Key West","NQX","US"
"Naval Outlying Field Barin","NHX","US"
"Ream Field","NRS","US"
"Naval Heliport",NA,"CL"
"Naval Station Mayport","NRB","US"
"Naval Station Newport Helipad",NA,"US"
"Naval Support Facility Thurmont (Camp David)",NA,"US"
"Navarra Airport",NA,"AU"
"Navarre Airport",NA,"AU"
"Naviraí Airport",NA,"BR"
"Navrongo Airport",NA,"GH"
"Navy Outlying Field Site X Heliport",NA,"US"
"Nawapara Airport",NA,"IN"
"Naypyidaw Airport","NYT","MM"
"Nazaré da Felicidade Airport",NA,"BR"
"Nazareno II Heliport",NA,"CL"
"Nazareno Heliport",NA,"CL"
"Nchalo Sucoma Airport",NA,"MW"
"Ndalatandos Airport","NDF","AO"
"Ndende Airport","KDN","GA"
"N'Dolo Airport","NLO","CD"
"Nebraska City Municipal Airport",NA,"US"
"Necedah Airport",NA,"US"
"Necochea Airport","NEC","AR"
"Necocli Airport","NCI","CO"
"Needles Airport","EED","US"
"Neerpelt ULM",NA,"BE"
"Neftekamsk Airport","NEF","RU"
"Nefteyugansk Airport","NFG","RU"
"Negage Airport","GXG","AO"
"Negarbo","GBF","PG"
"Neghelle Airport","EGL","ET"
"Negril Aerodrome","NEG","JM"
"Neillsville Municipal Airport",NA,"US"
"Nejanilini Lake Airport",NA,"CA"
"Nejjo Airport","NEJ","ET"
"Nejran Airport","EAM","SA"
"Nekemte Airport","NEK","ET"
"Nelly Bay Heliport",NA,"AU"
"Nelson Bay Heliport",NA,"AU"
"Nelson Airport",NA,"CA"
"Nelson Hospital Heliport",NA,"NZ"
"Nelson Lagoon Airport","NLG","US"
"Nelson Pizzani Airport",NA,"BR"
"Nelson Saldanha Airport",NA,"BR"
"Nelson Springs Airport",NA,"AU"
"Nelspruit Airport","NLP","ZA"
"Nema Airport","EMN","MR"
"Nemba Airport",NA,"RW"
"Nemirseta Airport",NA,"LT"
"Nemiscau Airport","YNS","CA"
"Nenana Municipal Airport","ENN","US"
"Nengo-Nengo Airport",NA,"PF"
"Neo Química Heliport",NA,"BR"
"Neom Bay Airport","NUM","SA"
"Neosho Hugh Robinson Airport","EOS","US"
"Nepabunna Airport",NA,"AU"
"Nepalgunj Airport","KEP","NP"
"Nepean Hospital Helipad",NA,"AU"
"Nephi Municipal Airport","NPH","US"
"Grand-Bereby Airport","BBV","CI"
"Nervino Airport","NVN","US"
"Nesscliffe Camp Helipad",NA,"GB"
"Nesson Airport","HLU","NC"
"Netheravon Airfield",NA,"GB"
"Netherthorpe Airfield",NA,"GB"
"Neubrandenburg Airport","FNB","DE"
"Neuburg",NA,"DE"
"Neuburg-Egweil",NA,"DE"
"Neuchatel","QNC","CH"
"Neufchateau",NA,"FR"
"Neuhardenberg Airport",NA,"DE"
"Neumagen-Dhron",NA,"DE"
"Neumarkt/Obf. Airport",NA,"DE"
"Neumuenster","EUM","DE"
"Neunkirchen-Bexbach Airport",NA,"DE"
"Nevada Municipal Airport","NVD","US"
"Nevatim Air Base","VTM","IL"
"Nevers-Fourchambault","NVS","FR"
"New Amsterdam Airport","QSX","GY"
"New Bight Airport","TBI","BS"
"New Braunfels Municipal Airport",NA,"US"
"Cameta","CMT","BR"
"New Castle Henry County Airport / Marlatt Field",NA,"US"
"New Castle Municipal Airport",NA,"US"
"New Century AirCenter","JCI","US"
"New Century Heliport",NA,"BR"
"New Coalinga Municipal Airport","CLG","US"
"New Crown Airport",NA,"AU"
"New England Helipad",NA,"BR"
"New Halfa Airport","NHF","SD"
"New Hanover Airport",NA,"ZA"
"New Haven Airport",NA,"AU"
"New Ishigaki Airport","ISG","JP"
"New Largo Airport",NA,"ZA"
"New Laura Airport","LUT","AU"
"New Moon Airport","NMP","AU"
"New Orleans, Naval Air Station - Alvin Callender Field","NBG","US"
"New Plymouth Airport","NPL","NZ"
"New Richmond Regional Airport","RNH","US"
"Jacksonville, New River, Marine Corps Air Station",NA,"US"
"New River Valley Airport","PSK","US"
"New Smyrna Beach Municipal Airport",NA,"US"
"New Stuyahok Airport","KNW","US"
"New Tempe Airport",NA,"ZA"
"New Ulm Municipal Airport","ULM","US"
"New York Skyports Inc Seaplane Base","QNY","US"
"Newberry County Airport",NA,"US"
"Newcastle Aerodrome",NA,"IE"
"Newcastle Airport","NCS","ZA"
"Newcastle Westpac Base Heliport",NA,"AU"
"Newcastle Regional Heliport",NA,"AU"
"Newdegate Airport",NA,"AU"
"Newman Airport","ZNE","AU"
"Newmarket Heath Airfield",NA,"GB"
"Newnan-Coweta County Airport",NA,"US"
"Newport State Airport","NPT","US"
"Newry","NRY","AU"
"Newtok Airport","WWT","US"
"Newton City-County Airport","EWK","US"
"Newton Municipal Airport","TNU","US"
"Newtownards Airport",NA,"GB"
"Neyveli Airport","NVY","IN"
"Ngabu Airport",NA,"MW"
"Ngala Airport","NGL","ZA"
"Ngara Airport",NA,"TZ"
"Ngari Gunsa Airport","NGQ","CN"
"Ngau Airport","NGI","FJ"
"Ngerengere Air Force Base",NA,"TZ"
"Ngi Airport",NA,"CD"
"Ngjiva Pereira Airport","VPE","AO"
"Ngloram Airport","CPF","ID"
"Ngoma","ZGM","ZM"
"Kirakira Airport","IRA","SB"
"Ngot Nzoungou Airport","DIS","CG"
"Ngukurr Airport","RPM","AU"
"Ngumu Airport",NA,"CD"
"Nhill Airport",NA,"AU"
"Nhlangano Airport",NA,"SZ"
"Nhon Co Airport","HOO","VN"
"Niafunke Airport",NA,"ML"
"St. Catharines/Niagara District Airport","YCM","CA"
"Niamtougou","LRL","TG"
"Niaqornaarsuk Heliport","QMK","GL"
"Niaqornat Heliport","NIQ","GL"
"Nicaro Airport","ICR","CU"
"Nicholson Airport","NLS","AU"
"Nida Airport",NA,"LT"
"Niederöblarn Heliport",NA,"AT"
"Niederoeblarn Airport",NA,"AT"
"Niederstetten",NA,"DE"
"Niely do Brasil Heliport",NA,"BR"
"Majoor Henry Fernandes Airport","ICK","SR"
"Nieuwoudtville Airfield",NA,"ZA"
"Nieve Airport",NA,"BO"
"Nightmute Airport","NME","US"
"Niijima Airport",NA,"JP"
"Nijlen Heliport",NA,"BE"
"Nikolai Airport","NIB","US"
"Nikolsdorf Airport",NA,"AT"
"Nikolski Air Station","IKO","US"
"Nikolskoye Airport",NA,"RU"
"Kapino Polje",NA,"ME"
"Nikunau Airfield","NIG","KI"
"Nilo Peçanha Airport",NA,"BR"
"Nilpinna Airport",NA,"AU"
"Nimba","NIA","LR"
"Nimes-Courbessac",NA,"FR"
"Nimule Airport",NA,"SS"
"Ninglang Luguhu Airport","NLH","CN"
"Ninho das Águias Airport",NA,"BR"
"Ninho do Pássaro III Helipad.",NA,"BR"
"Nini Helideck",NA,"DK"
"Nioaque Airport",NA,"BR"
"Nioki Airport","NIO","CD"
"Niokolo-Koba","NIK","SN"
"Nioro Airport","NIX","ML"
"Niort-Souche","NIT","FR"
"Nipa Airport","NPG","PG"
"Nipawin Airport",NA,"CA"
"Niquelandia Airport","NQL","BR"
"Nissan Island Airport","IIS","PG"
"Nitra Airfield",NA,"SK"
"Nittenau-Bruck",NA,"DE"
"Nizhneangarsk Airport",NA,"RU"
"Nizhneudinsk Airport",NA,"RU"
"Nizhneyansk",NA,"RU"
"Nizhnyaya Pesha Airport",NA,"RU"
"Njombe","JOM","TZ"
"Nkaus Airport","NKU","LS"
"Nkhota Kota",NA,"MW"
"Nkongsamba","NKS","CM"
"Air Base No. 11 Santa Gertrudis",NA,"MX"
"Noatak Airport","WTK","US"
"Nobara - Guarujá Heliport",NA,"BR"
"Nobres Airport",NA,"BR"
"Noccundra Airport",NA,"AU"
"Nochaco Airport",NA,"CL"
"Nockatunga Airport",NA,"AU"
"Noertrange",NA,"LU"
"Nogales International Airport","NOG","MX"
"Nogales International Airport","OLS","US"
"Nogaro",NA,"FR"
"Nogliki Airport","NGK","RU"
"Nohanas Airport",NA,"LS"
"Nokaneng Airport",NA,"BW"
"Nokere/Suys Heliport",NA,"BE"
"Nomad River","NOM","PG"
"Nomane Airport","NMN","PG"
"Nome Airport","OME","US"
"Nondalton Airport","NNL","US"
"Nongoma Airport",NA,"ZA"
"Nonning Airport",NA,"AU"
"Nonoaí Airport","0","BR"
"Nonouti Airfield","NON","KI"
"Noondoonia Homestead Airport",NA,"AU"
"Noonkanbah Airport","NKB","AU"
"Noosa Hospital Helipad",NA,"AU"
"Noosa Airport","NSV","AU"
"Nootka Lightstation Helipad",NA,"CA"
"Nooyeah Downs Airport",NA,"AU"
"Yahukimo Nop Goliath Airport","DEX","ID"
"Nordfjoerdur Airport","NOR","IS"
"Norambi Airstrip.",NA,"PG"
"Norden-Norddeich","NOD","DE"
"Nordholz Naval Airbase","NDZ","DE"
"Nördlingen Airport",NA,"DE"
"Naval Station Norfolk Chambers Field","NGU","US"
"Norfolk Naval Station Heliport",NA,"US"
"Norfolk Airport",NA,"AU"
"Norilsk-Alykel Airport","NSK","RU"
"Norman Wells Airport","YVQ","CA"
"Normândia Airport",NA,"BR"
"Norman's Cay Airport","NMC","BS"
"Normanton Airport","NTN","AU"
"Normanville Airport",NA,"AU"
"Norrtälje Airport",NA,"SE"
"Norseman Airport","NSM","AU"
"Norsup Airport","NUS","VU"
"Norte Jet Airport",NA,"BR"
"Del Norte International Airport","NTR","MX"
"Norte Sul Heliport",NA,"BR"
"Nortelândia Airport",NA,"BR"
"North Air Force Auxillary Airfield",NA,"US"
"North Battleford Airport","YQW","CA"
"North Bay/Jack Garland Airport","YYB","CA"
"North Caicos Airport","NCA","TC"
"North Central State Airport","SFZ","US"
"North Central West Virginia Airport","CKB","US"
"North of Fars Airport",NA,"IR"
"North Fork Valley Airport","WPO","US"
"North Karelia Central Hospital Heliport",NA,"FI"
"Lilabari Airport","IXI","IN"
"North Las Vegas Airport","VGT","US"
"North Little Rock Municipal Airport",NA,"US"
"Naval Air Station North Island","NZY","US"
"North Perry Airport","HWO","US"
"North Platte Regional Airport Lee Bird Field","LBF","US"
"North Ronaldsay Airport","NRL","GB"
"North Shore Hospital Heliport",NA,"NZ"
"North Shore Aerodrome",NA,"NZ"
"Obre Lake/North of Sixty Airport","YDW","CA"
"North Spirit Lake Airport","YNO","CA"
"North Texas Regional Airport","PNX","US"
"North Vernon Airport",NA,"US"
"North Weald",NA,"GB"
"North Well Airport",NA,"AU"
"North West Santo Airport","OLJ","VU"
"Northam Airport",NA,"AU"
"Northampton Airport",NA,"AU"
"Northeast Alabama Regional Airport","GAD","US"
"Charles City Municipal Airport","CCY","US"
"Newport State Airport","EFK","US"
"Northeastern Regional Airport","EDE","US"
"Northern Aroostook Regional Airport","WFK","US"
"Northern Peninsula Airport","ABM","AU"
"Northern Telecom do Brasil Indústria e Comércio LTDA Heliport",NA,"BR"
"Northwest Alabama Regional Airport","MSL","US"
"Northwest Missouri Regional Airport",NA,"US"
"Northwest Regional Airport Terrace-Kitimat","YXT","CA"
"Norton Municipal Airport",NA,"US"
"Noervenich Air Base","QOE","DE"
"Norway House Airport","YNE","CA"
"Norwood Airport",NA,"AU"
"Nosara Airport","NOB","CR"
"Noshahr Airport","NSH","IR"
"Nossa Senhora da Conceição Airport",NA,"BR"
"Nossa Senhora da Penha Airport",NA,"BR"
"Nossa Senhora das Graças Airport",NA,"BR"
"Nossa Senhora do Carmo Airport",NA,"BR"
"Nossa Senhora do Loreto Airport",NA,"BR"
"Jember Noto Hadinegoro Airport","JBB","ID"
"Nötsch Im Gailtal Airfield",NA,"AT"
"Nou Hospital De Mataró Heliport",NA,"ES"
"Nouakchott-Oumtounsy International Airport","NKC","MR"
"Noumbi",NA,"CG"
"Ghardaia","GHA","DZ"
"Nouna Airport","XNU","BF"
"Nova Conceição Agroindustrial Airport",NA,"BR"
"Nova Descoberta Airport",NA,"BR"
"Albano Machado Airport","NOV","AO"
"Nova Odessa Airport",NA,"BR"
"Nova Olinda do Norte Airfield",NA,"BR"
"Nova Ponte Airport",NA,"BR"
"Nova Prata Airport","0","BR"
"Nova Vitória Airport",NA,"BR"
"Nova Airport",NA,"AU"
"Nove Mesto Airport",NA,"CZ"
"Nové Zámky",NA,"SK"
"Noveno Batallón Airport",NA,"HN"
"Novi Ligure Airport",NA,"IT"
"Rio Turbio Airport","RYO","AR"
"Novo Aripuana Airport","NVP","BR"
"Novo Campo Airport","BCR","BR"
"Novo Hamburgo Airport","QHV","BR"
"Novo Horizonte Airport","0","BR"
"Novo Intento Airport",NA,"BR"
"Novo mesto",NA,"SI"
"Novo-Pashkovo Airfield",NA,"BY"
"Novo Progresso Airport","NPR","BR"
"Novokievsky Uval Airport",NA,"RU"
"Severny Airport",NA,"RU"
"Novy Urengoy Airport","NUX","RU"
"Novy Vasyugan Airport",NA,"RU"
"Nowata Airport","NWT","PG"
"Nowe Miasto nad Pilica Airfield",NA,"PL"
"Nowra Hospital Helipad",NA,"AU"
"Naval Air Station Nowra","NOA","AU"
"Lososina Dolna",NA,"PL"
"Noyabrsk Airport","NOJ","RU"
"Nsangi Airport",NA,"CD"
"Nsanje",NA,"MW"
"Nsoko Airport",NA,"SZ"
"Ntchisi Airport",NA,"MW"
"La Nubia Airport","MZL","CO"
"Nudjaburra Airport",NA,"AU"
"Nueces County Airport",NA,"US"
"Nuestra Senora del Socorro",NA,"VE"
"Nueva Guinea Airport","NVG","NI"
"Aeropuerto Nueva Hesperides","STY","UY"
"Nueva Jerusalen Airport",NA,"HN"
"Nueva Loja Airport","LGQ","EC"
"Nueva de Lyon Heliport",NA,"CL"
"Nueva Ocotepeque Airport",NA,"HN"
"Nueve de Julio",NA,"AR"
"Nuevitas Airport",NA,"CU"
"Nuevo Acari Airport",NA,"PE"
"Nuevo Casas Grandes Municipal Airport","NCG","MX"
"Nuevo Mundo Airport",NA,"BO"
"Nuevo Mundo Airport",NA,"PE"
"Nuguria","NUG","PG"
"Nugwaia Airstrip",NA,"PG"
"Nuiqsut Airport","NUI","US"
"Nuits-Saint-Georges",NA,"FR"
"Nuku Hiva Airport","NHV","PF"
"Nuku Airport","UKU","PG"
"Nukus Airport","NCU","UZ"
"Nukutavake Airport","NUK","PF"
"Nukutepipi Airport","NKP","PF"
"Nulato Airport","NUL","US"
"Number One Heliport",NA,"BR"
"Numbulwar Airport","NUB","AU"
"Numery Airport",NA,"AU"
"Nunam Iqua Airport","SXP","US"
"Nunapitchuk Airport","NUP","US"
"Nundroo Airport",NA,"AU"
"Nunukan Airport","NNX","ID"
"Koigi",NA,"EE"
"Nusatupe Airport","GZO","SB"
"Cijulang Nusawiru Airport","CJN","ID"
"Nushki Airport","NHS","PK"
"Nutwood Downs","UTD","AU"
"Nuugaatsiaq Heliport","JUU","GL"
"Nuussuaq Heliport","NSQ","GL"
"Nxabega Airport",NA,"BW"
"Nxamaseri Airport",NA,"BW"
"Ny-Alesund Airport, Hamnerabben",NA,"SJ"
"Nyac Airport","ZNC","US"
"Nyagan Airport","NYA","RU"
"Nyala Airport","UYL","SD"
"Nyang Airport",NA,"AU"
"Nyanga Airport",NA,"CG"
"Nyanga Airport",NA,"CD"
"Nyanyadzi Airport",NA,"ZW"
"Nyeri Airport","NYE","KE"
"Nyimba",NA,"ZM"
"Nyingchi Mainling Airport","LZY","CN"
"Nyiregyhaza / Napkor",NA,"HU"
"Nýjidalur Airport",NA,"IS"
"Nylstroom Airfield",NA,"ZA"
"Nymagee Airport",NA,"AU"
"Nymburk Ul Ploch Airport",NA,"CZ"
"Nyngan Airport","NYN","AU"
"Nypari Airport",NA,"AU"
"Nyrripi Airport",NA,"AU"
"Nyunzu Airport",NA,"CD"
"Nyurba Airport","NYR","RU"
"Nzagi Airport","NZA","AO"
"Nzamba Airport",NA,"CD"
"Nzerekore Airport","NZE","GN"
"Nzovu Airport",NA,"CD"
"O Estado de São Paulo Heliport",NA,"BR"
"O'Neal Airport","OEA","US"
"The O'Neill Municipal Airport","ONL","US"
"Oak Valley Airport",NA,"AU"
"Oakdale Airport","ODC","US"
"Oakdene Airport",NA,"BW"
"Oakey Aerodrome","OKY","AU"
"Oakland-Troy Airport",NA,"US"
"Oakley Municipal Airport",NA,"US"
"The Oaks Airport",NA,"AU"
"Oaksey Park",NA,"GB"
"Oakvale Airport",NA,"AU"
"Oaky Creek Airport",NA,"AU"
"Oamaru Airport","OAM","NZ"
"Öamtc Heliport",NA,"AT"
"Oaonui Heliport",NA,"NZ"
"Oasis Graal Heliport",NA,"BR"
"Oban Airport","OBN","GB"
"Obando Airport","PDA","CO"
"Obano Airport","OBD","ID"
"Obaye Airport",NA,"CD"
"Obenteni Airport",NA,"PE"
"Obera Airport",NA,"AR"
"Oberlin Municipal Airport",NA,"US"
"Oberon Heliport",NA,"AU"
"Oberschleißheim Airfield",NA,"DE"
"Oberschleissheim Heliport",NA,"DE"
"Obidos Airport","OBI","BR"
"Obo Airport","OBX","PG"
"Obock Airport","OBC","DJ"
"Obokote Airport",NA,"CD"
"La Obra Airport",NA,"CL"
"Obura Airstrip",NA,"PG"
"Ocaña Airport",NA,"ES"
"Ocean Beach Heliport",NA,"NZ"
"Ocean Cay Airport",NA,"BS"
"Robert J. Miller Air Park","MJX","US"
"Ocean Falls Seaplane Base","ZOF","CA"
"Ocean Reef Club Airport","OCA","US"
"Virginia Beach, Oceana, Naval Air Station","NTU","US"
"Ochsenfurt",NA,"DE"
"Oconee County Regional Airport","CEU","US"
"Ocorema Airport",NA,"BR"
"Ocotales Airport",NA,"HN"
"Ocova airfield",NA,"SK"
"Őcsény Airport",NA,"HU"
"October Airport",NA,"EG"
"Odendaalsrus Airport",NA,"ZA"
"Odessa-Schlemeyer",NA,"US"
"Odienne Airport","KEO","CI"
"Oedheim Heliport",NA,"DE"
"Oehna Airport",NA,"DE"
"Oeiras Airport","0","BR"
"Oelde Bergeler Airport",NA,"DE"
"Oelemari Airport",NA,"SR"
"Oelwein Municipal Airport",NA,"US"
"Oenpelli Airport","OPI","AU"
"Oesman Sadik Airport","LAH","ID"
"Oeste Plaza Shopping - MC Helipad",NA,"BR"
"Offenburg",NA,"DE"
"Ofu Airport","OFU","AS"
"Ogden Municipal Airport","OGD","US"
"Ogeranang","OGE","PG"
"Ogoki Airport","YOG","CA"
"Ogobsucum Airport","OGM","PA"
"Ohkay Owingeh Airport","ESO","US"
"Oiapoque","OYK","BR"
"Ojika Airport",NA,"JP"
"Ojo de Agua Airport",NA,"VE"
"Okaba Airport","OKQ","ID"
"Okahandja Airstrip",NA,"NA"
"Okahao Airfield",NA,"NA"
"Okao Airport","OKV","PG"
"Okara Cantonment Airstrip",NA,"PK"
"Okaukuejo","OKF","NA"
"Okeechobee County Airport","OBE","US"
"Okha Airport","OHH","RU"
"Okhotsk Airport","OHO","RU"
"Oki Airport","OKI","JP"
"Okisai Airstrip",NA,"PG"
"Okiwi Station Airport",NA,"NZ"
"Okondja Airport","OKN","GA"
"Okoyo Airport","OKG","CG"
"Oksapmin Airport","OKP","PG"
"Oksibil Airport","OKL","ID"
"Gdynia-Babie Doly Airport","QYD","PL"
"Oktyabrskiy Airport","OKT","RU"
"Oktyabrskiy Airport",NA,"RU"
"Okushiri Airport","OIR","JP"
"Okwa Airport",NA,"BW"
"Ol Seki Airfield","OSJ","KE"
"Olafsfjoerdur Airport","OFJ","IS"
"Ölanda Airport",NA,"SE"
"Olare Airfield","OLG","KE"
"Olavarria Airport","OVR","AR"
"Old Andado Airport",NA,"AU"
"Old Bar Heritage Airport",NA,"AU"
"Old Buckenham Airport",NA,"GB"
"Old Crow Airport","YOC","CA"
"Old Harbor Airport","OLH","US"
"Old Khurais Airport",NA,"SA"
"Old Lilongwe Airport",NA,"MW"
"Old Warden Airfield",NA,"GB"
"Oldenburg-Hatten",NA,"DE"
"Olema Airport",NA,"RU"
"Olenyok Airport","ONK","RU"
"Olga Bay Seaplane Base","KOY","US"
"OElgii Airport","ULG","MN"
"Agua Boa Airport","GGB","BR"
"Olive Branch Airport","OLV","US"
"Oliveira Heliport",NA,"BR"
"Oliveira Airport",NA,"BR"
"Olivia Regional Airport",NA,"US"
"Olkiombo Airport","OLX","KE"
"Olmos Airport",NA,"PE"
"Olmue Airport",NA,"CL"
"Olney-Noble Airport","OLY","US"
"Olney Municipal Airport","ONY","US"
"Olomai Airstrip",NA,"BR"
"Olomouc Neredin Airport","OLO","CZ"
"Oloron-Herrere",NA,"FR"
"Olsobip Airport","OLQ","PG"
"Oltipesi Airport",NA,"TZ"
"Olympia Regional Airport","OLM","US"
"Olympic Dam Airport","OLP","AU"
"Olyokminsk Airport","OLZ","RU"
"Omak Airport","OMK","US"
"Omaka Aerodrome",NA,"NZ"
"Omar N Bradley Airport","MBY","US"
"Omarama Glider Airport",NA,"NZ"
"Omaruru Airport",NA,"NA"
"Omaruru Game Lodge Airport",NA,"NA"
"Omaura Airstrip",NA,"PG"
"Omboue Hopital Airport","OMB","GA"
"Omdop Airport",NA,"BW"
"Omega Airport","OMG","NA"
"Omeo Airport",NA,"AU"
"Omicron Station Airport",NA,"AU"
"Omidiyeh","OMI","IR"
"Omolon Airport",NA,"RU"
"Omora","OSE","PG"
"Omsk East",NA,"RU"
"Omsukchan Airport",NA,"RU"
"Omtepe Airport",NA,"NI"
"Ondangwa Airport","OND","NA"
"Ondina Heliport",NA,"BR"
"Underkhaan","UNR","MN"
"One Arm Point Airport",NA,"AU"
"One Hundred Heliport",NA,"BR"
"Onega Airport",NA,"RU"
"Ônix Heliport",NA,"BR"
"Onkiola Airstrip",NA,"BR"
"Ono-I-Lau Airport","ONU","FJ"
"Ononge Airport","ONB","PG"
"Onotoa Airport","OOT","KI"
"Onslow Airport","ONS","AU"
"Ontario Municipal Airport","ONO","US"
"Ontonagon County Schuster Field",NA,"US"
"Ontur",NA,"ES"
"Oodnadatta Airport","ODD","AU"
"Ooldea Airport",NA,"AU"
"Forrest River Airport","FVR","AU"
"Ooratippra Airport",NA,"AU"
"Oostdijckbank platform heliport",NA,"BE"
"Oostende heliport",NA,"BE"
"Ootann Airport",NA,"AU"
"Opapimiskan Lake Airport","YBS","CA"
"Open Bay","OPB","PG"
"Operet Airport",NA,"NA"
"Opinaca","YOI","CA"
"Opole-Polska Nowa Wieś Airport",NA,"PL"
"Opotiki Airport",NA,"NZ"
"Oppenheim",NA,"DE"
"Optand",NA,"SE"
"Opto Heliport",NA,"BR"
"Opuwo","OPW","NA"
"Oram","RAX","PG"
"Oran Airport","ORA","AR"
"Orang","RGO","KP"
"Orange - Careflight Base Heliport",NA,"AU"
"Orange-Caritat","XOG","FR"
"Orange County Airport",NA,"US"
"Orange County Airport",NA,"US"
"Orange County Airport","MGJ","US"
"Orange Grove, Naval Auxiliary Landing Field",NA,"US"
"Orange Hospital Helipad",NA,"AU"
"Orange City Municipal Airport",NA,"US"
